Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id,Final_Score
2026-04-06,Thomas,Cleveland Cavaliers,CLE,W,0.8634564643799473,TRUE,1,0.13654353562005273,2026-04-06_4,142-126
2026-04-06,Eristeo,San Antonio Spurs,SAS,W,0.7505978817902288,TRUE,1,0.2494021182097712,2026-04-06_3,115-102
2026-04-06,Kenneth,Portland Trail Blazers,POR,L,0.689452208139241,FALSE,1,0.310547791860759,2026-04-06_5,132-137
2026-04-06,Thomas,Denver Nuggets,DEN,W,0.6894522081392409,TRUE,1,0.3105477918607591,2026-04-06_5,137-132
2026-04-06,Adam,Atlanta Hawks,ATL,W,0.5305667495498585,FALSE,0,-0.5305667495498585,2026-04-06_2,105-108
2026-04-06,Brian,Detroit Pistons,DET,W,0.5116279069767442,FALSE,0,-0.5116279069767442,2026-04-06_1,107-123
2026-04-06,Kenneth,Orlando Magic,ORL,W,0.48837209302325585,TRUE,1,0.5116279069767442,2026-04-06_1,123-107
2026-04-06,Adam,New York Knicks,NYK,W,0.46943325045014145,TRUE,1,0.5305667495498585,2026-04-06_2,108-105
2026-04-06,Matt,Philadelphia 76ers,PHI,W,0.24940211820977104,FALSE,0,-0.24940211820977104,2026-04-06_3,102-115
2026-04-06,Kenneth,Memphis Grizzlies,MEM,W,0.13654353562005278,FALSE,0,-0.13654353562005278,2026-04-06_4,126-142
