Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id,Final_Score
2026-04-22,Eristeo,Phoenix Suns,PHX,L,0.9136212624584718,NA,NA,NA,2026-04-22_2,
2026-04-22,Matt,Oklahoma City Thunder,OKC,W,0.9136212624584718,NA,NA,NA,2026-04-22_2,
2026-04-22,Brian,Detroit Pistons,DET,W,0.7659516563992181,NA,NA,NA,2026-04-22_1,
2026-04-22,Kenneth,Orlando Magic,ORL,W,0.23404834360078178,NA,NA,NA,2026-04-22_1,
