Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id,Final_Score
2026-03-15,Thomas,Cleveland Cavaliers,CLE,W,0.8830254843907166,FALSE,0,-0.8830254843907166,2026-03-15_2,120-130
2026-03-15,Adam,New York Knicks,NYK,W,0.8707998753941557,NA,NA,NA,2026-03-15_6,
2026-03-15,Matt,Oklahoma City Thunder,OKC,W,0.75512834282032,TRUE,1,0.24487165717967996,2026-03-15_1,116-103
2026-03-15,Eristeo,Indiana Pacers,IND,L,0.7182476919115754,FALSE,1,0.28175230808842455,2026-03-15_4,123-134
2026-03-15,Brian,Milwaukee Bucks,MIL,W,0.7182476919115754,TRUE,1,0.28175230808842455,2026-03-15_4,134-123
2026-03-15,Eristeo,Utah Jazz,UTA,L,0.5914396887159532,NA,NA,NA,2026-03-15_7,
2026-03-15,Brian,Toronto Raptors,TOR,L,0.5810079557598684,TRUE,0,-0.5810079557598684,2026-03-15_3,119-108
2026-03-15,Brian,Detroit Pistons,DET,W,0.5810079557598683,FALSE,0,-0.5810079557598683,2026-03-15_3,108-119
2026-03-15,Thomas,Sacramento Kings,SAC,L,0.4085603112840467,NA,NA,NA,2026-03-15_7,
2026-03-15,Kenneth,Portland Trail Blazers,POR,L,0.2575900341413869,NA,NA,NA,2026-03-15_5,
2026-03-15,Matt,Philadelphia 76ers,PHI,W,0.2575900341413869,NA,NA,NA,2026-03-15_5,
2026-03-15,Matt,Minnesota Timberwolves,MIN,W,0.24487165717967996,FALSE,0,-0.24487165717967996,2026-03-15_1,103-116
2026-03-15,Kenneth,Golden State Warriors,GSW,W,0.12920012460584437,NA,NA,NA,2026-03-15_6,
2026-03-15,Thomas,Dallas Mavericks,DAL,W,0.11697451560928337,TRUE,1,0.8830254843907166,2026-03-15_2,130-120
